Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-05-11,5817,24,Other,23.97,7.91,7.94,6,47,68,120,6.535234958595747,2,7,9
2024-07-25,6044,45,Male,22.07,6.31,8.24,10,23,226,168,4.906096410150144,4,4,1
2024-09-22,9084,38,Male,23.53,6.06,6.52,2,23,135,77,5.866049081719865,4,6,6
2024-05-10,9611,39,Male,21.22,5.19,7.98,3,46,279,133,8.648755529510028,9,9,10
2024-04-16,7096,20,Male,23.95,7.66,7.71,1,4,115,159,7.602596705173273,5,8,6
2024-05-22,2735,58,Male,23.97,6.16,6.19,7,48,129,164,4.918761217651102,6,6,6
2024-08-12,5882,20,Female,21.73,5.94,8.2,4,4,138,57,9.951891439201876,8,6,8
2024-07-12,1271,25,Female,20.17,2.42,6.25,3,15,291,43,5.950132573565413,10,1,1
2024-07-30,3173,19,Male,23.37,4.31,4.94,10,11,56,85,10.366301063857811,3,7,9
2024-06-24,8300,41,Other,23.18,7.32,8.13,7,83,121,92,10.340750194546816,2,1,3
2024-06-08,7322,59,Female,20.65,1.86,5.21,8,25,292,179,7.131664991692277,2,4,8
2024-04-24,4331,51,Female,21.03,5.61,8.58,3,65,180,92,6.351155198654739,2,2,8
2024-07-04,6461,31,Male,20.23,2.29,6.06,4,68,61,83,5.293855493412384,7,7,1
2024-12-29,4016,37,Female,20.5,5.65,9.15,3,39,257,130,6.195930983191288,3,4,6
2024-07-08,2741,44,Male,22.32,4.19,5.88,8,9,134,115,6.690206096598796,10,7,6
2024-08-01,8655,35,Other,20.42,1.11,4.7,4,26,167,73,5.683125921737848,5,4,4
2024-09-01,9699,53,Other,23.15,4.02,4.87,5,81,262,157,5.8120843397559865,9,6,1
2024-07-03,7591,54,Other,23.67,8.81,9.15,2,2,36,29,5.205946076844049,1,4,6
2024-04-09,2620,41,Male,22.12,5.0,6.88,2,9,48,120,5.47107514149463,6,10,9
2024-07-06,7788,52,Other,21.25,3.96,6.71,4,50,256,10,7.0451684938524375,7,8,2
2024-10-10,5170,50,Other,21.7,4.87,7.17,6,69,9,4,5.830051475906817,9,7,1
2024-08-23,8997,42,Other,21.43,5.77,8.33,9,42,109,143,6.0591041126710765,5,5,10
2024-03-30,6697,50,Other,22.5,5.97,7.47,3,52,119,73,5.109238336089391,4,1,5
2024-10-31,3770,55,Male,21.75,6.51,8.76,3,65,149,166,11.43592489671801,2,5,10
2024-06-04,3265,34,Other,21.25,1.81,4.56,3,27,52,51,6.062817779023026,9,9,5
2024-04-16,4884,38,Female,21.55,5.34,7.79,5,10,284,110,11.109532529280532,5,4,5
2024-10-21,8625,49,Male,21.0,3.41,6.41,1,3,174,157,5.852062521357909,1,7,5
2024-02-23,6936,24,Other,23.97,4.5,4.54,4,40,148,31,7.873064099309928,8,7,3
2024-06-21,2630,18,Other,20.55,1.86,5.31,1,32,263,44,8.529246254445173,8,2,5
2024-08-09,1042,35,Male,21.17,2.8,5.63,1,17,190,4,11.920871310025461,2,9,2
2024-10-19,9122,34,Female,20.3,2.24,5.94,8,51,76,68,4.173609152755314,4,2,6
2024-04-06,7392,46,Male,20.82,6.19,9.38,7,3,63,73,9.410787052165201,7,7,10
2024-09-05,5058,37,Female,21.73,5.17,7.44,7,41,43,173,10.999031701794294,1,9,10
2024-04-13,7601,53,Other,22.07,4.29,6.22,6,49,27,106,5.712459104021916,10,3,2
2024-09-16,7832,59,Other,22.47,3.95,5.48,10,10,16,113,4.32776227473211,6,1,4
2024-03-11,5539,26,Female,22.85,6.08,7.23,2,60,20,13,10.348703070853496,5,6,9
2024-09-28,5864,57,Female,21.42,2.12,4.7,5,0,154,178,4.668015295545051,6,3,7
2024-01-21,7162,41,Female,20.73,5.28,8.55,10,10,279,23,7.285228779333325,8,1,3
2024-03-10,8135,40,Other,22.62,4.44,5.82,4,20,264,48,8.444779623279747,5,7,8
2024-05-17,1229,23,Male,20.47,2.07,5.6,5,85,98,62,8.873181905474022,9,3,8
2024-04-20,1003,38,Female,22.42,5.14,6.72,8,7,72,77,5.026656404784714,4,3,7
2024-11-29,7228,32,Other,21.32,2.08,4.77,5,42,27,118,4.81295128473421,9,7,3
2024-01-22,9452,58,Male,22.82,8.18,9.37,1,8,178,13,5.814040131437825,2,8,3
2024-12-22,8521,41,Female,21.38,3.1,5.72,10,75,118,61,4.699752149822441,2,9,8
2024-02-26,9648,45,Male,22.2,5.55,7.35,10,78,84,68,8.81838151630637,7,2,10
2024-12-14,7643,44,Other,21.73,5.34,7.61,3,35,67,171,6.51758465981811,7,8,4
2024-04-29,4036,56,Female,21.22,5.62,8.4,6,54,289,45,6.7921679652393525,4,6,4
2024-03-09,5200,39,Other,22.92,3.74,4.83,5,58,96,85,5.684652175313467,8,10,9
2024-05-13,4245,42,Female,20.58,2.66,6.08,1,64,215,97,5.912670905570511,3,4,9
2024-09-03,7500,55,Male,23.08,5.39,6.3,6,10,164,25,9.329219166619263,10,5,9
2024-09-27,1702,52,Other,20.68,4.96,8.28,9,85,216,177,5.8897610146516355,9,10,4
2024-06-24,1068,38,Female,20.17,4.01,7.84,4,80,227,126,7.120301183418321,10,3,5
2024-05-13,3087,27,Other,21.48,3.89,6.41,4,60,26,34,5.252478198944029,10,4,4
2024-08-16,3586,23,Female,21.72,2.54,4.83,7,43,153,42,8.322918980591414,7,1,2
2024-02-29,6052,43,Other,20.18,2.19,6.01,3,6,143,51,5.605460343208685,8,4,7
2024-05-06,2479,42,Other,22.93,5.85,6.92,7,9,177,111,9.638390358478752,6,6,7
2024-04-07,6836,39,Female,20.75,5.53,8.78,7,86,132,134,10.922163782553174,6,6,2
2024-10-29,8633,20,Female,22.45,5.09,6.64,7,0,99,116,11.798402289441853,5,1,5
2024-07-15,6283,27,Male,21.38,6.7,9.31,5,75,275,114,9.901662506583666,6,8,10
2024-12-06,1592,18,Other,23.45,7.69,8.24,1,13,13,43,10.161157552570305,8,2,1
2024-08-21,6905,51,Other,20.25,1.81,5.56,7,61,127,69,9.523686203665473,7,9,7
2024-11-21,7991,26,Male,23.98,5.57,5.58,6,61,141,176,4.325566840808524,8,8,9
2024-07-09,2550,33,Female,22.17,7.11,8.94,2,37,151,67,5.660465350259909,3,6,1
2024-08-11,3149,52,Male,21.52,3.75,6.23,8,10,187,87,4.418009256980965,10,8,8
2024-09-23,2223,32,Female,21.02,6.0,8.98,10,31,254,16,11.834901761514352,6,10,6
2024-01-06,4987,18,Male,20.6,3.78,7.18,7,0,173,108,9.057921469648768,6,2,2
2024-08-08,9814,26,Female,23.37,6.39,7.03,10,11,115,157,5.242304499799089,4,4,9
2024-12-24,1675,34,Male,21.75,6.23,8.48,1,17,103,111,9.54724910217228,3,4,10
2024-02-18,5980,24,Male,22.43,7.17,8.74,8,75,240,92,11.215049402440883,8,2,9
2024-03-18,7959,49,Other,21.18,1.7,4.51,8,22,179,12,11.574431793759423,5,10,7
2024-11-02,7073,44,Other,22.82,6.26,7.45,9,43,35,96,9.54105789314455,7,4,7
2024-04-03,1443,48,Male,20.75,4.09,7.34,2,45,20,97,10.419037034375055,4,5,7
2024-10-09,5462,27,Other,23.63,5.82,6.19,10,83,254,161,9.115941400043841,4,2,9
2024-09-15,1493,59,Other,20.35,5.79,9.44,5,47,240,75,5.396794646549537,4,1,2
2024-02-11,9106,50,Female,21.03,5.26,8.23,1,75,162,104,10.283545831482067,6,3,6
2024-10-14,4114,56,Male,20.63,4.36,7.72,3,31,103,64,6.825020221447059,2,7,3
2024-12-07,4012,47,Other,22.82,7.1,8.29,5,70,221,12,7.824246206198466,5,6,5
2024-10-21,8229,46,Other,20.67,1.81,5.14,1,33,51,157,6.5891533448795645,1,5,4
2024-02-24,3974,36,Female,21.45,5.02,7.57,4,73,60,168,6.749851341661833,2,6,4
2024-09-20,8435,57,Male,23.68,8.7,9.02,1,50,189,4,8.202830719464895,1,8,9
2024-04-10,9173,34,Male,22.57,3.13,4.56,4,36,37,77,10.629579351147168,9,1,9
2024-06-12,7678,32,Female,20.82,2.65,5.83,2,6,251,88,8.634597260457706,8,8,4
2024-10-21,5928,30,Female,20.6,5.39,8.79,7,27,21,83,10.703255615667834,6,10,5
2024-06-06,5715,33,Female,20.78,5.93,9.15,10,82,55,74,10.281952419724954,5,5,3
2024-10-11,4651,49,Other,21.28,4.36,7.07,10,33,160,137,9.353756846522778,10,10,9
2024-09-14,9019,20,Male,23.82,6.91,7.09,1,37,111,51,11.972412674017118,10,1,7
2024-08-17,4551,36,Female,21.3,4.75,7.45,8,22,108,91,7.042522969981147,7,5,10
2024-04-24,7848,39,Other,23.32,7.86,8.54,10,25,252,150,4.881459070501894,2,9,9
2024-12-07,5602,21,Other,20.5,4.94,8.44,2,85,214,87,8.175485342328825,1,9,3
2024-03-03,5121,18,Female,22.05,3.41,5.36,6,41,271,66,10.652021753941572,3,6,6
2024-05-23,5379,44,Female,21.77,4.61,6.84,2,19,203,71,5.9305902144224865,8,4,3
2024-06-15,6967,40,Female,23.27,6.14,6.88,3,22,86,148,7.303841163771571,2,7,8
2024-10-28,9327,30,Other,21.2,5.72,8.52,10,34,20,64,10.389414930482884,10,10,3
2024-06-23,1164,25,Female,21.18,2.93,5.74,2,83,119,2,6.538789969678651,2,1,6
2024-08-19,6304,27,Female,20.63,4.75,8.11,3,37,38,152,8.57451465277872,3,5,3
2024-01-24,9825,35,Male,21.33,5.37,8.04,10,40,144,108,11.91080065206618,4,2,4
2024-10-26,3097,43,Male,22.9,5.1,6.2,6,48,71,1,7.456521119238904,8,4,5
2024-11-08,4862,49,Female,23.1,4.53,5.43,8,41,16,47,4.251515383796376,2,4,9
2024-12-24,8723,40,Female,22.87,6.61,7.74,8,27,150,62,10.785323147835953,2,1,4
2024-01-08,2328,46,Female,22.6,7.25,8.65,8,78,39,11,6.513558027591401,1,4,5
2024-07-23,6605,55,Female,22.25,2.81,4.56,2,38,75,25,4.360283978452149,5,1,9
2024-02-09,7879,48,Other,20.43,2.11,5.68,1,4,287,88,8.018602439420576,10,8,9
2024-03-22,8785,38,Other,23.15,5.14,5.99,8,3,156,139,10.834749208535744,4,3,3
2024-08-16,8534,48,Female,20.08,4.07,7.99,4,41,174,73,4.096741558448065,2,10,5
2024-03-31,4058,58,Male,22.32,2.95,4.63,4,63,4,145,4.552807022283153,9,10,4
2024-05-26,7492,40,Male,22.17,5.32,7.16,10,4,248,94,10.599573662969515,3,3,7
2024-12-04,7238,33,Female,22.95,6.44,7.49,9,8,215,32,6.810027049622733,8,2,4
2024-07-17,5389,42,Female,23.02,5.18,6.16,1,86,238,115,9.131942236597695,8,2,8
2024-10-11,7156,18,Male,21.6,4.36,6.76,5,47,182,110,11.60868640972144,6,10,3
2024-06-21,2740,20,Female,23.22,5.12,5.91,1,64,187,116,5.180614252040056,7,6,8
2024-11-18,3562,43,Female,23.25,6.81,7.56,2,72,90,172,5.794523799786683,6,2,9
2024-08-12,4301,51,Other,21.77,2.51,4.74,1,20,294,140,9.333656277878239,7,3,7
2024-01-17,3266,37,Other,22.9,5.16,6.26,8,3,81,83,11.108037539131235,5,2,7
2024-02-20,9997,26,Male,23.33,7.23,7.89,9,35,110,170,7.559583826175907,9,8,8
2024-05-21,3062,56,Male,22.97,4.57,5.61,3,38,277,100,5.974961972249121,4,3,3
2024-11-17,5288,20,Female,21.92,4.76,6.84,5,3,77,171,7.884200214482807,4,9,10
2024-04-15,3917,34,Male,23.55,6.7,7.15,6,30,182,0,5.8071157542191,5,5,3
2024-10-28,5350,23,Other,21.02,4.4,7.39,5,12,128,145,4.852236929669174,5,8,4
2024-01-08,1219,38,Female,21.08,2.17,5.09,10,72,182,2,10.072869952802431,8,9,10
2024-12-15,8815,20,Other,20.85,4.67,7.82,7,29,298,132,10.106158684807632,4,5,3
2024-02-10,7011,21,Other,23.85,4.64,4.79,7,43,40,69,7.179535418057373,2,9,5
2024-10-10,1127,36,Male,23.93,9.3,9.37,2,69,139,125,11.025517895930111,5,8,8
2024-09-10,8926,26,Female,23.67,8.71,9.05,1,51,33,21,8.172822286600468,8,6,9
2024-09-02,6866,19,Female,22.12,3.81,5.7,6,28,74,133,11.518698250059847,3,9,10
2024-01-31,5372,55,Other,21.75,5.49,7.74,3,65,78,37,11.450890148618544,3,6,9
2024-11-14,2904,36,Male,21.45,2.43,4.98,10,21,151,25,8.071394682629293,2,7,1
2024-05-19,7216,20,Other,23.53,4.05,4.52,2,39,202,18,5.487192209886868,9,10,2
2024-12-26,3030,35,Other,20.77,4.26,7.5,7,58,125,6,9.631581412982104,2,3,10
2024-06-15,6078,24,Male,22.12,2.65,4.53,6,11,276,147,6.1692778642208115,3,7,5
2024-08-12,1455,28,Male,20.53,4.96,8.43,4,10,285,56,10.542306158242804,9,4,7
2024-02-26,3645,30,Female,22.58,3.87,5.29,6,16,1,19,4.813883956235696,2,7,6
2024-03-19,1057,50,Female,21.33,5.47,8.13,7,35,109,120,10.19923061803524,10,2,2
2024-08-24,2394,59,Male,21.38,3.17,5.78,9,50,23,45,8.802014565292545,3,3,4
2024-10-02,3895,48,Other,21.12,5.98,8.86,2,64,275,69,4.600080942243501,1,3,7
2024-06-03,5151,33,Female,21.1,2.65,5.55,6,83,78,152,9.34040517245711,1,5,5
2024-10-09,1759,52,Female,23.83,7.85,8.02,7,52,88,18,8.890462123140717,6,8,9
2024-08-31,8063,27,Other,21.78,2.98,5.2,3,54,273,20,11.381431069081428,5,3,9
2024-11-07,2041,57,Female,23.68,6.75,7.07,5,73,85,49,11.350848871405997,3,1,8
2024-02-25,8643,39,Male,20.67,3.98,7.31,3,16,238,33,4.607927966452927,8,1,1
2024-05-12,2854,18,Other,21.47,3.0,5.53,3,59,128,131,4.490380058273967,5,3,10
2024-05-30,7613,44,Male,23.05,8.04,8.99,2,41,49,56,6.989196720558575,5,9,10
2024-03-29,5455,46,Male,20.22,3.98,7.77,5,43,142,66,11.073903570672256,9,10,4
2024-01-14,4764,52,Female,20.92,2.82,5.91,10,43,0,67,11.16473694801073,1,10,3
2024-10-14,9291,37,Other,22.73,5.73,6.99,10,13,115,138,4.497890622350422,8,8,6
2024-06-25,7710,38,Female,21.13,5.26,8.13,4,88,14,44,11.489731985757988,2,9,5
2024-12-04,9583,30,Male,20.52,5.63,9.11,9,33,256,167,7.874508788131882,2,3,5
2024-04-22,2713,45,Male,21.75,6.48,8.73,7,25,68,89,7.9868462510161775,3,2,10
2024-05-20,5632,19,Female,20.67,5.53,8.86,7,24,160,26,7.389873577454562,6,8,8
2024-03-05,3446,50,Male,23.52,8.86,9.34,1,28,185,10,11.328092377496358,2,3,5
2024-01-03,4993,50,Female,21.07,3.04,5.97,10,23,237,60,7.9132997859346155,2,10,5
2024-05-28,6157,52,Other,23.53,6.14,6.6,5,43,278,102,8.74166194640308,2,10,4
2024-10-16,7230,27,Female,20.22,1.61,5.39,4,7,260,19,10.173779244944887,10,4,3
2024-12-10,5722,27,Female,22.78,4.31,5.53,4,31,193,59,11.846023603234542,7,3,1
2024-09-22,3085,31,Other,23.92,6.48,6.56,9,88,24,141,7.527427754637186,6,6,4
2024-12-09,7566,56,Male,21.55,2.25,4.7,10,58,216,68,4.073744716004458,7,5,8
2024-08-28,5956,47,Other,20.05,4.65,8.6,10,31,23,49,8.003220260461363,1,6,6
2024-05-28,3198,22,Other,21.65,5.81,8.16,5,41,12,118,5.947849638705294,5,4,2
2024-11-28,4260,52,Female,23.43,4.65,5.22,2,42,123,19,9.533174364469122,10,8,8
2024-02-15,8139,48,Other,21.28,2.04,4.76,3,87,98,65,11.425712829309802,9,9,9
2024-04-08,4649,33,Female,23.02,6.35,7.33,10,0,209,104,9.151321668598369,5,5,3
2024-12-25,3357,43,Female,23.72,9.07,9.36,10,40,279,132,5.061144192212812,6,10,6
2024-07-05,8253,21,Other,22.88,5.64,6.76,3,81,155,94,9.252378513886338,1,5,5
2024-03-21,3744,38,Male,22.35,3.33,4.98,2,77,260,17,10.71367051703113,3,6,5
2024-12-02,7942,51,Male,22.93,6.95,8.02,3,11,15,156,5.4351541848949,10,10,2
2024-01-05,2203,30,Male,23.27,6.82,7.56,3,24,286,129,9.248635511752205,9,4,4
2024-08-31,9331,34,Male,20.35,2.4,6.05,3,10,12,54,6.407005308994552,4,2,8
2024-09-19,6290,48,Male,21.45,3.41,5.96,1,31,216,175,11.901677783327866,10,8,1
2024-05-04,4653,31,Female,23.45,8.58,9.13,2,82,172,43,10.099179820369187,7,2,8
2024-05-08,7570,44,Male,23.27,5.8,6.53,7,67,220,44,6.946144350937265,5,4,5
2024-09-23,1385,21,Female,23.63,7.03,7.4,7,86,154,86,11.83319256598886,3,1,2
2024-03-14,6109,19,Male,22.25,2.94,4.69,7,82,291,44,7.982807193752077,3,3,2
2024-08-22,5585,52,Other,20.23,5.66,9.43,1,0,184,115,4.184116134326763,10,7,3
2024-08-21,9162,44,Female,20.43,3.89,7.45,5,26,111,168,9.286687117008226,9,8,10
2024-05-20,6600,26,Male,21.8,2.62,4.82,2,76,148,156,6.396496944722715,8,10,4
2024-12-24,4910,58,Other,20.57,1.22,4.65,8,84,62,119,10.446387871259194,10,10,1
2024-02-21,5584,38,Female,23.97,6.99,7.02,1,24,55,82,11.508444788467823,4,5,4
2024-06-12,6560,32,Male,20.48,5.09,8.61,9,51,201,105,10.763297666358806,9,1,1
2024-07-29,5079,29,Male,21.85,3.43,5.58,3,52,182,78,8.573893660575743,7,7,3
2024-06-21,5176,53,Other,23.97,8.82,8.85,8,26,195,124,9.537711407417476,8,10,2
2024-01-22,8749,36,Male,20.55,1.14,4.59,8,44,36,150,11.489781219078688,4,2,5
2024-09-11,5747,21,Male,20.22,4.74,8.53,8,58,55,3,7.2532153270771005,1,3,3
2024-09-06,1023,58,Male,23.92,7.93,8.02,1,15,297,121,9.169601078083467,5,5,10
2024-04-29,6457,19,Male,20.28,3.03,6.75,3,36,203,39,4.958043857772097,9,7,2
2024-04-06,6687,50,Male,20.37,4.35,7.98,8,83,190,81,4.337832864559817,7,8,9
2024-07-24,3021,20,Male,21.22,4.87,7.65,9,52,198,89,7.314611446615306,10,4,4
2024-01-13,4091,26,Male,21.35,3.75,6.4,1,60,214,124,9.256363330833938,4,10,8
2024-08-07,1605,57,Male,22.93,4.28,5.34,9,3,153,94,9.525552831667731,6,2,10
2024-10-18,9264,49,Male,22.03,5.93,7.9,8,66,67,81,11.412722701644483,2,1,10
2024-07-28,2804,21,Other,20.23,2.24,6.0,5,32,143,173,11.384572284902116,5,3,3
2024-05-04,5913,58,Male,22.27,5.85,7.58,2,34,198,137,6.348654733208401,9,8,6
2024-06-09,7927,41,Female,23.93,8.06,8.13,6,2,255,167,6.801994240305333,8,3,8
2024-11-04,1246,30,Other,21.4,4.42,7.02,9,2,107,164,8.046364994030526,2,4,5
2024-04-16,8802,26,Male,20.18,3.87,7.69,1,35,277,81,4.475173031980976,4,8,6
2024-08-23,6060,18,Other,21.63,5.56,7.92,10,34,254,88,7.791489627995883,6,2,9
2024-08-23,4064,31,Other,20.32,2.55,6.23,1,16,289,98,11.70966798903896,4,8,3
2024-04-23,8264,40,Female,21.12,4.66,7.54,3,70,176,123,5.039408000856931,3,9,4
2024-08-22,4968,35,Other,21.3,6.45,9.15,8,53,30,96,7.933398178303388,9,3,1
2024-12-02,7817,46,Female,20.9,1.78,4.88,4,79,179,127,4.7852463781922765,4,10,10
2024-11-23,3393,44,Male,20.9,4.07,7.17,4,20,289,121,9.66711630749142,8,7,10
2024-11-03,2840,34,Other,22.4,3.28,4.88,2,10,221,16,9.386745337178239,4,8,2
2024-06-22,2567,36,Other,23.4,6.97,7.57,7,88,112,97,7.403808853614217,3,7,5
2024-07-04,1807,46,Male,21.4,2.94,5.54,10,85,43,4,4.650051335829534,4,9,5
2024-12-17,5664,38,Male,20.62,2.45,5.83,2,2,170,73,8.370704767727961,8,6,5
2024-02-27,6921,42,Female,23.52,8.03,8.52,6,88,192,108,5.124310232219383,9,5,5
2024-09-08,2015,31,Other,23.32,4.39,5.07,10,51,51,100,10.970004435321055,8,10,6
2024-01-15,9410,27,Male,22.05,5.39,7.34,6,14,113,43,4.055969483811894,8,6,4
2024-08-29,1805,43,Other,21.05,2.42,5.37,3,28,63,79,6.477067470467094,5,9,8
2024-11-11,4999,56,Female,23.4,3.92,4.52,7,43,226,82,5.800534126516615,3,7,5
2024-06-12,7861,57,Female,23.23,7.51,8.28,7,11,189,132,9.153363521691393,10,9,8
2024-04-13,1140,50,Female,22.05,5.31,7.26,5,0,10,177,6.383726891362688,7,5,9
2024-05-05,7547,45,Male,22.47,7.7,9.23,1,68,32,44,6.560640790654725,4,7,6
2024-05-22,1756,26,Male,23.07,5.18,6.12,7,79,125,122,7.281196437380667,3,10,5
2024-05-19,3312,33,Male,23.47,5.44,5.98,7,38,234,127,9.330762747398339,7,10,10
2024-01-27,8649,56,Male,22.27,6.45,8.19,3,52,231,85,10.560445971630738,1,10,4
2024-10-06,7781,58,Female,22.98,4.77,5.79,8,78,166,71,5.638192808467157,10,5,9
2024-06-10,6909,19,Other,23.17,8.03,8.86,6,68,18,156,11.031833472057007,9,2,5
2024-03-21,7838,35,Other,20.0,5.33,9.33,1,35,118,166,9.379103403693026,9,4,2
2024-11-09,7715,31,Female,23.2,6.43,7.23,10,66,88,172,11.775291533999479,6,3,10
2024-03-28,4740,51,Other,23.32,5.73,6.41,7,87,24,32,5.291912842318182,7,1,6
2024-01-16,8508,19,Male,22.23,2.92,4.68,2,59,102,115,10.43015026637924,7,8,7
2024-01-10,6400,59,Other,23.92,4.88,4.96,2,31,152,15,7.950191364549246,6,5,7
2024-07-23,9455,50,Female,21.85,2.47,4.62,1,19,77,5,11.390457214136806,7,8,9
2024-10-14,6373,22,Female,23.52,5.82,6.3,3,61,222,12,6.149270678176357,7,9,7
2024-04-16,3453,49,Male,23.68,4.73,5.05,1,53,189,84,5.8139228041859745,3,6,1
2024-09-12,1422,23,Male,20.75,2.71,5.96,4,8,42,6,11.467929360284899,6,4,10
2024-03-17,7094,57,Male,22.7,4.67,5.97,10,18,192,76,11.81003027180904,9,7,10
2024-08-03,2066,58,Male,22.65,5.13,6.48,10,59,139,173,10.415349445743551,9,1,4
2024-02-27,5133,23,Female,23.15,8.3,9.15,10,57,272,52,9.713817966012186,3,3,4
2024-06-27,2709,32,Other,22.37,5.73,7.36,1,43,135,21,4.7434130684072855,10,7,8
2024-09-09,2894,48,Male,20.15,1.88,5.73,4,30,259,28,11.148235479991413,9,3,9
2024-06-29,7021,24,Other,21.05,2.96,5.91,8,86,76,42,5.226039698552926,2,7,9
2024-07-08,5357,33,Male,20.35,2.48,6.13,7,20,94,37,8.008932392249964,7,10,10
2024-11-11,2848,30,Other,22.53,5.82,7.29,7,75,142,58,9.923235623296414,8,10,7
2024-11-14,1284,46,Female,22.48,5.09,6.61,8,86,163,169,11.887531693978488,4,4,5
2024-10-28,9010,19,Male,21.72,6.09,8.37,1,21,46,133,10.104047784209868,1,5,3
2024-02-10,7905,20,Male,23.93,7.09,7.15,2,77,42,122,10.223271867449673,7,2,7
2024-10-03,1376,42,Other,22.73,5.04,6.31,5,68,280,94,8.6680907583544,6,7,2
2024-12-07,6426,19,Male,23.12,8.35,9.24,8,84,216,120,8.110001616350424,5,7,9
2024-03-26,4457,36,Female,22.07,4.23,6.16,10,64,281,17,5.134694635880182,6,1,7
2024-08-14,5642,33,Female,22.05,2.92,4.87,9,28,70,133,6.918779949569018,9,3,4
2024-08-15,3966,32,Other,23.3,4.09,4.79,7,64,24,101,9.110337518565476,6,10,2
2024-10-13,5773,29,Male,20.95,4.46,7.51,5,21,59,124,5.939010680752607,4,6,10
2024-08-28,8261,40,Other,23.47,6.55,7.08,1,80,84,90,9.605208677517966,2,4,10
2024-09-07,3639,24,Male,22.12,2.72,4.6,2,35,250,99,6.9070703283830674,4,2,7
2024-02-27,6531,48,Female,20.28,3.11,6.83,4,8,17,142,5.642222292674879,3,8,3
2024-08-22,1238,59,Other,20.67,1.81,5.14,9,24,92,136,6.1661980920336275,9,7,6
2024-09-14,7956,18,Female,21.78,6.03,8.25,7,65,189,157,7.372042582166082,4,2,4
2024-10-17,7833,20,Female,23.05,6.26,7.21,7,19,274,135,9.593955905444012,8,2,3
2024-05-17,9185,18,Other,23.78,4.51,4.72,2,77,14,178,10.466902554186955,3,8,2
2024-07-03,9245,18,Other,23.68,6.47,6.78,6,33,240,75,9.26190504619256,5,8,3
2024-12-14,3917,46,Other,23.87,9.25,9.38,5,22,68,31,4.576475179518977,3,3,10
2024-06-18,5396,39,Male,23.8,8.06,8.26,1,18,194,75,10.819442661508889,10,4,4
2024-03-23,7275,28,Other,22.77,6.21,7.44,2,29,215,69,5.4896047930099385,7,10,7
2024-10-22,8224,31,Other,23.7,9.0,9.3,9,77,1,17,4.945030278670654,10,3,5
2024-08-11,9552,27,Female,21.17,4.1,6.94,2,40,279,177,8.551384486760963,6,4,9
2024-11-20,8235,26,Female,22.7,3.5,4.8,3,41,291,75,8.638275087724104,5,2,3
2024-04-13,1764,54,Female,20.07,2.02,5.95,3,80,228,101,7.398905708316225,2,2,9
2024-04-23,7386,34,Male,20.32,1.43,5.11,8,76,167,27,11.690627321332979,4,7,5
2024-06-13,3689,23,Male,22.7,5.68,6.98,2,39,208,141,9.369775310266634,7,2,1
2024-12-15,2077,56,Female,22.35,6.37,8.02,9,42,298,20,9.461515032769316,3,8,5
2024-12-22,7407,31,Female,22.35,4.26,5.91,5,41,110,108,9.436893011335467,9,9,9
2024-11-02,9888,26,Male,20.08,2.87,6.79,10,73,261,52,9.902287114823986,4,8,8
2024-04-01,1812,55,Male,22.72,7.51,8.79,7,72,261,174,9.324939086365632,8,2,5
2024-06-08,1693,53,Male,22.55,7.69,9.14,1,79,271,171,8.047478574638014,9,3,2
2024-01-05,6049,26,Male,23.38,8.6,9.21,10,75,78,15,4.3733827826845095,2,6,5
2024-10-03,6498,25,Male,23.58,4.29,4.71,6,5,80,103,11.295001213576144,4,9,7
2024-12-31,7986,37,Male,20.68,6.01,9.33,1,36,16,134,5.811524962648653,2,8,5
2024-09-06,7712,54,Female,23.27,6.2,6.94,5,4,119,101,4.9469098486266105,5,8,1
2024-05-28,2250,38,Other,22.58,3.15,4.57,2,29,219,19,5.76234136395542,5,9,10
2024-07-07,6504,51,Male,21.4,5.37,7.97,10,31,63,83,6.3769580644391155,10,2,3
2024-02-16,1959,47,Other,23.53,8.78,9.25,7,41,104,125,6.526879987847753,4,10,1
2024-04-17,7960,37,Male,23.58,8.09,8.5,7,21,233,174,11.227770505357768,7,8,8
2024-12-21,7887,33,Other,20.6,5.58,8.98,2,75,104,96,5.155431875129462,7,1,7
2024-12-31,8009,26,Other,23.78,6.4,6.62,9,31,276,169,10.997431231185402,9,2,8
2024-06-06,9126,32,Female,23.22,7.99,8.78,3,51,21,13,9.242636671127652,2,6,8
2024-08-27,4504,33,Female,21.37,4.83,7.47,8,81,173,112,9.636515168692714,6,8,7
2024-07-02,8721,59,Female,20.28,3.62,7.33,2,52,191,0,8.237296072382932,10,5,1
2024-11-14,7265,49,Other,21.42,5.62,8.21,7,19,291,169,6.708778833653382,10,7,6
2024-12-02,6054,48,Other,23.22,6.95,7.73,7,28,150,123,9.02763362294439,7,4,9
2024-05-26,4801,49,Other,21.33,4.15,6.81,3,84,17,133,7.583972536876807,9,3,2
2024-01-06,4426,42,Male,21.5,3.93,6.43,2,64,186,151,4.1758135429878065,7,6,1
2024-04-28,7621,49,Female,21.17,2.24,5.07,5,53,239,73,10.292252616564866,8,8,6
